giocatore,punti_totali,tiri_liberi,due_punti,tre_punti,squadra,avversario,partita,id_gara
La Mantia L.,0,0,0,0,Basket San Rocco 2013 Seregno,Social Osa,T,5669
Buzzi F.,0,0,0,0,Basket San Rocco 2013 Seregno,Social Osa,T,5669
Giacalone F.,0,0,0,0,Basket San Rocco 2013 Seregno,Social Osa,T,5669
Anzalone F.,16,7,3,1,Ado San Benedetto Milano,Azzurri Niguardese,C,5670
Giglio A.,16,2,1,4,Ado San Benedetto Milano,Azzurri Niguardese,C,5670
Tresoldi M.,10,2,1,2,Ado San Benedetto Milano,Azzurri Niguardese,C,5670
Giamberti G.,8,3,1,1,Ado San Benedetto Milano,Azzurri Niguardese,C,5670
Ricciardi A.,6,2,2,0,Ado San Benedetto Milano,Azzurri Niguardese,C,5670
Chini E.,5,3,1,0,Ado San Benedetto Milano,Azzurri Niguardese,C,5670
Testini E.,4,1,0,1,Ado San Benedetto Milano,Azzurri Niguardese,C,5670
Gallo Perozzi N.,2,2,0,0,Ado San Benedetto Milano,Azzurri Niguardese,C,5670
Cruickshank E.H.,2,0,1,0,Ado San Benedetto Milano,Azzurri Niguardese,C,5670
Digrandi S.,1,1,0,0,Ado San Benedetto Milano,Azzurri Niguardese,C,5670
Morosini /,19,4,3,3,Azzurri Niguardese,Ado San Benedetto Milano,T,5670
Marini /,8,3,1,1,Azzurri Niguardese,Ado San Benedetto Milano,T,5670
Daleffe /,6,0,3,0,Azzurri Niguardese,Ado San Benedetto Milano,T,5670
Tortoreto /,5,1,2,0,Azzurri Niguardese,Ado San Benedetto Milano,T,5670
Mauri /,5,2,0,1,Azzurri Niguardese,Ado San Benedetto Milano,T,5670
Bevivino /,4,2,1,0,Azzurri Niguardese,Ado San Benedetto Milano,T,5670
Donghi /,3,1,1,0,Azzurri Niguardese,Ado San Benedetto Milano,T,5670
Panfili /,3,1,1,0,Azzurri Niguardese,Ado San Benedetto Milano,T,5670
Stilinovic /,3,1,1,0,Azzurri Niguardese,Ado San Benedetto Milano,T,5670
Tomaselli /,3,1,1,0,Azzurri Niguardese,Ado San Benedetto Milano,T,5670
De Marchi /,0,0,0,0,Azzurri Niguardese,Ado San Benedetto Milano,T,5670
Mandelli Giovanni,13,6,2,1,Acli Trecella,Cbba Olimpia Cologno,C,5671
Bonazzoli Stefano,10,1,3,1,Acli Trecella,Cbba Olimpia Cologno,C,5671
Bassi Andrea,9,2,2,1,Acli Trecella,Cbba Olimpia Cologno,C,5671
Omodei Cristian,8,0,4,0,Acli Trecella,Cbba Olimpia Cologno,C,5671
Castellani Davide,8,1,2,1,Acli Trecella,Cbba Olimpia Cologno,C,5671
Santoro Lorenzo,6,1,1,1,Acli Trecella,Cbba Olimpia Cologno,C,5671
Sacchetti Andrea,4,2,1,0,Acli Trecella,Cbba Olimpia Cologno,C,5671
Costa Luca,3,1,1,0,Acli Trecella,Cbba Olimpia Cologno,C,5671
Invernizzi Filippo,0,0,0,0,Acli Trecella,Cbba Olimpia Cologno,C,5671
Cerea Filippo,0,0,0,0,Acli Trecella,Cbba Olimpia Cologno,C,5671
Caterina Alessandro,0,0,0,0,Acli Trecella,Cbba Olimpia Cologno,C,5671
Battaioni A.,0,0,0,0,Acli Trecella,Cbba Olimpia Cologno,C,5671
Fabbricotti M.,15,0,6,1,Posal Sesto San Giovanni,Inzago Basket,C,5672
Capaccioli L.,15,2,2,3,Posal Sesto San Giovanni,Inzago Basket,C,5672
Buonaguidi N.,13,0,2,3,Posal Sesto San Giovanni,Inzago Basket,C,5672
Vailati V.,10,0,5,0,Posal Sesto San Giovanni,Inzago Basket,C,5672
Nava S.,9,0,3,1,Posal Sesto San Giovanni,Inzago Basket,C,5672
Negretto S.,2,0,1,0,Posal Sesto San Giovanni,Inzago Basket,C,5672
Vignati R.,2,0,1,0,Posal Sesto San Giovanni,Inzago Basket,C,5672
Nava A.,1,1,0,0,Posal Sesto San Giovanni,Inzago Basket,C,5672
Defendi G.,0,0,0,0,Posal Sesto San Giovanni,Inzago Basket,C,5672
Faustini L.,0,0,0,0,Posal Sesto San Giovanni,Inzago Basket,C,5672
Marchese F.,0,0,0,0,Posal Sesto San Giovanni,Inzago Basket,C,5672
Brambilla Francesco,12,2,5,0,Inzago Basket,Posal Sesto San Giovanni,T,5672
Marcotti Luca,10,1,0,3,Inzago Basket,Posal Sesto San Giovanni,T,5672
Ronzoni Alessandro,9,0,3,1,Inzago Basket,Posal Sesto San Giovanni,T,5672
Balconi Paolo,4,0,2,0,Inzago Basket,Posal Sesto San Giovanni,T,5672
Brusamolino Marco,4,2,1,0,Inzago Basket,Posal Sesto San Giovanni,T,5672
Dossi Simone,4,2,1,0,Inzago Basket,Posal Sesto San Giovanni,T,5672
Gorla Mattia,4,2,1,0,Inzago Basket,Posal Sesto San Giovanni,T,5672
Galli Marco,3,0,0,1,Inzago Basket,Posal Sesto San Giovanni,T,5672
Stigliani Matteo,3,0,0,1,Inzago Basket,Posal Sesto San Giovanni,T,5672
Cavalli Simone,1,1,0,0,Inzago Basket,Posal Sesto San Giovanni,T,5672
Cavina Davide,0,0,0,0,Inzago Basket,Posal Sesto San Giovanni,T,5672
Motta Achille,0,0,0,0,Inzago Basket,Posal Sesto San Giovanni,T,5672
Moalli D.,16,2,7,0,Basket Ajaccio 1988,Osal Novate,C,5673
Reda M.,13,5,4,0,Basket Ajaccio 1988,Osal Novate,C,5673
Mariani M.,9,3,0,2,Basket Ajaccio 1988,Osal Novate,C,5673
Moraja A.,8,4,2,0,Basket Ajaccio 1988,Osal Novate,C,5673
Tonani S.,7,5,1,0,Basket Ajaccio 1988,Osal Novate,C,5673
Fina E.,6,2,2,0,Basket Ajaccio 1988,Osal Novate,C,5673
Barnini E.,5,1,2,0,Basket Ajaccio 1988,Osal Novate,C,5673
Carriero C.,4,1,0,1,Basket Ajaccio 1988,Osal Novate,C,5673
Volpin A.,4,0,2,0,Basket Ajaccio 1988,Osal Novate,C,5673
Bernardello N.,3,1,1,0,Basket Ajaccio 1988,Osal Novate,C,5673
Ronzoni D.,0,0,0,0,Basket Ajaccio 1988,Osal Novate,C,5673
Bassi P.,0,0,0,0,Basket Ajaccio 1988,Osal Novate,C,5673
Pasquini G.,22,0,2,6,Osal Novate,Basket Ajaccio 1988,T,5673
Martinez A.,17,3,4,2,Osal Novate,Basket Ajaccio 1988,T,5673
Remartini G.,12,1,4,1,Osal Novate,Basket Ajaccio 1988,T,5673
Tansella A.,9,1,4,0,Osal Novate,Basket Ajaccio 1988,T,5673
Corain C.,5,1,2,0,Osal Novate,Basket Ajaccio 1988,T,5673
Vassallo M.,2,0,1,0,Osal Novate,Basket Ajaccio 1988,T,5673
Ossoli T,0,0,0,0,Osal Novate,Basket Ajaccio 1988,T,5673
Di Lernia S.,0,0,0,0,Osal Novate,Basket Ajaccio 1988,T,5673
Brambilla E.,0,0,0,0,Osal Novate,Basket Ajaccio 1988,T,5673
Brandinali M.,0,0,0,0,Osal Novate,Basket Ajaccio 1988,T,5673
Beltrame L.,15,3,3,2,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Pizzul D.,14,4,5,0,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Ghezzi S.,11,0,4,1,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Bai G.,11,2,3,1,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Maccagni A.,7,1,3,0,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Paviglianiti D.,4,0,2,0,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Lingiardi P.,3,0,0,1,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Bonfanti S.,3,1,1,0,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Spinelli M.,2,0,1,0,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Gangi P.,2,0,1,0,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Ragnolini M.,2,2,0,0,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Iacopetta M.,2,0,1,0,Pall.Carugate,Ciesse Freebasket Milano,C,5674
Leuci Claudio,16,1,6,1,Ciesse Freebasket Milano,Pall.Carugate,T,5674
Lo Brutto Federico,12,1,4,1,Ciesse Freebasket Milano,Pall.Carugate,T,5674
Ferracin Fabio,8,0,4,0,Ciesse Freebasket Milano,Pall.Carugate,T,5674
Viganò Jacopo,6,4,1,0,Ciesse Freebasket Milano,Pall.Carugate,T,5674
Gianelli Andrea,4,0,2,0,Ciesse Freebasket Milano,Pall.Carugate,T,5674
Ariete Riccardo,3,0,0,1,Ciesse Freebasket Milano,Pall.Carugate,T,5674
Barbesta Pietro,2,2,0,0,Ciesse Freebasket Milano,Pall.Carugate,T,5674
Gaeta Marco,2,0,1,0,Ciesse Freebasket Milano,Pall.Carugate,T,5674
Rossi Iacopo,2,0,1,0,Ciesse Freebasket Milano,Pall.Carugate,T,5674
Angst Gabriele,2,0,1,0,Ciesse Freebasket Milano,Pall.Carugate,T,5674
Sedazzari Mattia,0,0,0,0,Ciesse Freebasket Milano,Pall.Carugate,T,5674
Vassallo D.,19,3,5,2,Osal Novate,Social Osa,C,5675
Martinez A.,16,1,6,1,Osal Novate,Social Osa,C,5675
Ossoli T,14,1,2,3,Osal Novate,Social Osa,C,5675
Corain C.,12,4,4,0,Osal Novate,Social Osa,C,5675
Remartini G.,10,0,5,0,Osal Novate,Social Osa,C,5675
Giugliano M.,3,0,0,1,Osal Novate,Social Osa,C,5675
Di Lernia S.,3,0,0,1,Osal Novate,Social Osa,C,5675
Di Lernia F.,2,0,1,0,Osal Novate,Social Osa,C,5675
Lizza T.,0,0,0,0,Osal Novate,Social Osa,C,5675
Brandinali M.,0,0,0,0,Osal Novate,Social Osa,C,5675
Buhaj S.,26,7,8,1,Social Osa,Osal Novate,T,5675
Carlone M.,15,1,7,0,Social Osa,Osal Novate,T,5675
Sturlesi N.,10,5,1,1,Social Osa,Osal Novate,T,5675
Passalacqua E.,7,1,3,0,Social Osa,Osal Novate,T,5675
Iaretti N.,5,0,1,1,Social Osa,Osal Novate,T,5675
Costantini P.,4,2,1,0,Social Osa,Osal Novate,T,5675
Rabacchin A.,3,1,1,0,Social Osa,Osal Novate,T,5675
Braglia F.,3,1,1,0,Social Osa,Osal Novate,T,5675
Gaboli S.,2,0,1,0,Social Osa,Osal Novate,T,5675
Bonafini M.,0,0,0,0,Social Osa,Osal Novate,T,5675
Donghi M.,18,4,7,0,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
Pandolfi A.,7,0,2,1,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
Scaffidi M.,7,0,2,1,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
La Mantia L.,6,0,0,2,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
Schiatti F.,5,0,1,1,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
Arienti A.,4,0,2,0,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
Capelli G.,4,0,2,0,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
Astuni M.,2,0,1,0,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
Carota A.,2,0,1,0,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
Di Caccamo A.,1,1,0,0,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
Buzzi F.,0,0,0,0,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
Galliani M.,0,0,0,0,Basket San Rocco 2013 Seregno,Posal Sesto San Giovanni,C,5676
Capaccioli L.,18,1,7,1,Posal Sesto San Giovanni,Basket San Rocco 2013 Seregno,T,5676
Vailati V.,16,2,7,0,Posal Sesto San Giovanni,Basket San Rocco 2013 Seregno,T,5676
Negretto S.,14,2,6,0,Posal Sesto San Giovanni,Basket San Rocco 2013 Seregno,T,5676
Vignati R.,8,0,4,0,Posal Sesto San Giovanni,Basket San Rocco 2013 Seregno,T,5676
Fabbricotti M.,7,0,2,1,Posal Sesto San Giovanni,Basket San Rocco 2013 Seregno,T,5676
Nava A.,4,0,2,0,Posal Sesto San Giovanni,Basket San Rocco 2013 Seregno,T,5676
Buonaguidi N.,3,1,1,0,Posal Sesto San Giovanni,Basket San Rocco 2013 Seregno,T,5676
Nava S.,2,0,1,0,Posal Sesto San Giovanni,Basket San Rocco 2013 Seregno,T,5676
Defendi G.,0,0,0,0,Posal Sesto San Giovanni,Basket San Rocco 2013 Seregno,T,5676
Faustini L.,0,0,0,0,Posal Sesto San Giovanni,Basket San Rocco 2013 Seregno,T,5676
Marchese F.,0,0,0,0,Posal Sesto San Giovanni,Basket San Rocco 2013 Seregno,T,5676
Pedretti F.,19,5,4,2,Cesano Seveso,Basket Ajaccio 1988,C,5677
Bandini L.,19,5,1,4,Cesano Seveso,Basket Ajaccio 1988,C,5677
Rho S.,14,12,1,0,Cesano Seveso,Basket Ajaccio 1988,C,5677
Gianotti D.,7,3,2,0,Cesano Seveso,Basket Ajaccio 1988,C,5677
Callegher R.,7,0,2,1,Cesano Seveso,Basket Ajaccio 1988,C,5677
Montagnani G.,5,1,2,0,Cesano Seveso,Basket Ajaccio 1988,C,5677
Confalonieri O.,3,1,1,0,Cesano Seveso,Basket Ajaccio 1988,C,5677
Canciani E.,0,0,0,0,Cesano Seveso,Basket Ajaccio 1988,C,5677
Cesana A.,0,0,0,0,Cesano Seveso,Basket Ajaccio 1988,C,5677
Bianchi E.,NE,NE,NE,NE,Cesano Seveso,Basket Ajaccio 1988,C,5677
Cervellera N.,NE,NE,NE,NE,Cesano Seveso,Basket Ajaccio 1988,C,5677
Moalli D.,18,10,4,0,Basket Ajaccio 1988,Cesano Seveso,T,5677
Bassi P.,9,3,3,0,Basket Ajaccio 1988,Cesano Seveso,T,5677
Mariani M.,8,3,1,1,Basket Ajaccio 1988,Cesano Seveso,T,5677
Reda M.,8,5,0,1,Basket Ajaccio 1988,Cesano Seveso,T,5677
Ronzoni D.,6,1,1,1,Basket Ajaccio 1988,Cesano Seveso,T,5677
Barnini E.,5,1,2,0,Basket Ajaccio 1988,Cesano Seveso,T,5677
Fina E.,4,1,0,1,Basket Ajaccio 1988,Cesano Seveso,T,5677
Tonani S.,3,1,1,0,Basket Ajaccio 1988,Cesano Seveso,T,5677
Carriero C.,3,0,0,1,Basket Ajaccio 1988,Cesano Seveso,T,5677
Marchetti D.,2,2,0,0,Basket Ajaccio 1988,Cesano Seveso,T,5677
Bernardello N.,0,0,0,0,Basket Ajaccio 1988,Cesano Seveso,T,5677
Moraja A.,0,0,0,0,Basket Ajaccio 1988,Cesano Seveso,T,5677
Marcotti Luca,14,3,1,3,Inzago Basket,Cbba Olimpia Cologno,T,5678
Balconi Paolo,13,2,4,1,Inzago Basket,Cbba Olimpia Cologno,T,5678
Gorla Mattia,11,0,4,1,Inzago Basket,Cbba Olimpia Cologno,T,5678
Cavina Davide,10,6,2,0,Inzago Basket,Cbba Olimpia Cologno,T,5678
Cavalli Simone,6,0,0,2,Inzago Basket,Cbba Olimpia Cologno,T,5678
Dossi Simone,5,0,1,1,Inzago Basket,Cbba Olimpia Cologno,T,5678
Ronzoni Alessandro,5,1,2,0,Inzago Basket,Cbba Olimpia Cologno,T,5678
Brambilla Francesco,4,0,2,0,Inzago Basket,Cbba Olimpia Cologno,T,5678
Stigliani Matteo,3,0,0,1,Inzago Basket,Cbba Olimpia Cologno,T,5678
Barazzetta Giorgio,0,0,0,0,Inzago Basket,Cbba Olimpia Cologno,T,5678
Galli Marco,0,0,0,0,Inzago Basket,Cbba Olimpia Cologno,T,5678
Motta Achille,0,0,0,0,Inzago Basket,Cbba Olimpia Cologno,T,5678
Mandelli Giovanni,16,4,3,2,Acli Trecella,Ado San Benedetto Milano,C,5679
Costa Luca,15,4,4,1,Acli Trecella,Ado San Benedetto Milano,C,5679
Cerea Filippo,12,0,3,2,Acli Trecella,Ado San Benedetto Milano,C,5679
Santoro Lorenzo,8,3,1,1,Acli Trecella,Ado San Benedetto Milano,C,5679
Bassi Andrea,5,0,1,1,Acli Trecella,Ado San Benedetto Milano,C,5679
Bonazzoli Stefano,5,1,2,0,Acli Trecella,Ado San Benedetto Milano,C,5679
Invernizzi Filippo,4,0,2,0,Acli Trecella,Ado San Benedetto Milano,C,5679
Cerea Edoardo,4,0,2,0,Acli Trecella,Ado San Benedetto Milano,C,5679
Omodei Cristian,3,0,0,1,Acli Trecella,Ado San Benedetto Milano,C,5679
Sacchetti Andrea,2,0,1,0,Acli Trecella,Ado San Benedetto Milano,C,5679
Castellani Davide,2,0,1,0,Acli Trecella,Ado San Benedetto Milano,C,5679
Caterina Alessandro,0,0,0,0,Acli Trecella,Ado San Benedetto Milano,C,5679
Digrandi S.,16,1,6,1,Ado San Benedetto Milano,Acli Trecella,T,5679
Chini E.,10,2,4,0,Ado San Benedetto Milano,Acli Trecella,T,5679
Tresoldi M.,8,4,2,0,Ado San Benedetto Milano,Acli Trecella,T,5679
Testini E.,5,0,1,1,Ado San Benedetto Milano,Acli Trecella,T,5679
Giglio A.,5,2,0,1,Ado San Benedetto Milano,Acli Trecella,T,5679
Gallo Perozzi N.,3,1,1,0,Ado San Benedetto Milano,Acli Trecella,T,5679
Anzalone F.,2,2,0,0,Ado San Benedetto Milano,Acli Trecella,T,5679
Digrandi S.,2,0,1,0,Ado San Benedetto Milano,Acli Trecella,T,5679
Filosa A.,0,0,0,0,Ado San Benedetto Milano,Acli Trecella,T,5679
Ricciardi A.,0,0,0,0,Ado San Benedetto Milano,Acli Trecella,T,5679
Talamanca P.,0,0,0,0,Ado San Benedetto Milano,Acli Trecella,T,5679
Leuci Claudio,15,3,6,0,Ciesse Freebasket Milano,Cgb Brugherio,C,5680
Gaeta Marco,14,4,5,0,Ciesse Freebasket Milano,Cgb Brugherio,C,5680
Lo Brutto Federico,10,0,2,2,Ciesse Freebasket Milano,Cgb Brugherio,C,5680
Barbesta Pietro,5,3,1,0,Ciesse Freebasket Milano,Cgb Brugherio,C,5680
Ariete Riccardo,4,2,1,0,Ciesse Freebasket Milano,Cgb Brugherio,C,5680
Angst Gabriele,4,0,2,0,Ciesse Freebasket Milano,Cgb Brugherio,C,5680
Viganò Jacopo,4,2,1,0,Ciesse Freebasket Milano,Cgb Brugherio,C,5680
Marinozzi Claudio,2,0,1,0,Ciesse Freebasket Milano,Cgb Brugherio,C,5680
Ferracin Fabio,0,0,0,0,Ciesse Freebasket Milano,Cgb Brugherio,C,5680
Di Tullio A.,16,5,4,1,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Rusconi L.,16,2,4,2,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Varisco L.,10,0,5,0,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Terrana L.,7,5,1,0,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Giuseppetti M.,6,0,3,0,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Brioschi N.,6,2,2,0,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Dezani A.,4,0,2,0,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Schiavone R.,3,1,1,0,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Ianni A.,2,0,1,0,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Pizzi L.,1,1,0,0,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Marci A.,0,0,0,0,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Marci G.,0,0,0,0,Cgb Brugherio,Ciesse Freebasket Milano,T,5680
Marini /,13,2,4,1,Azzurri Niguardese,Pall.Carugate,C,5681
Panfili /,10,0,2,2,Azzurri Niguardese,Pall.Carugate,C,5681
Mantovani /,8,2,3,0,Azzurri Niguardese,Pall.Carugate,C,5681
Tortoreto /,8,2,3,0,Azzurri Niguardese,Pall.Carugate,C,5681
Stilinovic /,7,0,2,1,Azzurri Niguardese,Pall.Carugate,C,5681
Causin /,6,6,0,0,Azzurri Niguardese,Pall.Carugate,C,5681
Morosini /,4,2,1,0,Azzurri Niguardese,Pall.Carugate,C,5681
De Marchi /,2,0,1,0,Azzurri Niguardese,Pall.Carugate,C,5681
Donghi /,0,0,0,0,Azzurri Niguardese,Pall.Carugate,C,5681
Tomaselli /,0,0,0,0,Azzurri Niguardese,Pall.Carugate,C,5681
Polio /,0,0,0,0,Azzurri Niguardese,Pall.Carugate,C,5681
Ghezzi S.,14,0,4,2,Pall.Carugate,Azzurri Niguardese,T,5681
Beltrame L.,12,8,2,0,Pall.Carugate,Azzurri Niguardese,T,5681
Maccagni A.,11,5,3,0,Pall.Carugate,Azzurri Niguardese,T,5681
Tamburrini G.,8,0,1,2,Pall.Carugate,Azzurri Niguardese,T,5681
Pizzul D.,8,0,4,0,Pall.Carugate,Azzurri Niguardese,T,5681
Bai G.,5,3,1,0,Pall.Carugate,Azzurri Niguardese,T,5681
Iacopetta M.,5,0,1,1,Pall.Carugate,Azzurri Niguardese,T,5681
Spinelli M.,4,1,0,1,Pall.Carugate,Azzurri Niguardese,T,5681
Paviglianiti D.,3,0,0,1,Pall.Carugate,Azzurri Niguardese,T,5681
Bonfanti S.,2,2,0,0,Pall.Carugate,Azzurri Niguardese,T,5681
Ragnolini M.,2,0,1,0,Pall.Carugate,Azzurri Niguardese,T,5681
Lingiardi P.,0,0,0,0,Pall.Carugate,Azzurri Niguardese,T,5681
Balconi Paolo,8,1,2,1,Inzago Basket,Acli Trecella,C,5682
Dossi Simone,8,4,2,0,Inzago Basket,Acli Trecella,C,5682
Cavalli Simone,7,2,1,1,Inzago Basket,Acli Trecella,C,5682
Marcotti Luca,7,2,1,1,Inzago Basket,Acli Trecella,C,5682
Brambilla Francesco,6,2,2,0,Inzago Basket,Acli Trecella,C,5682
Galli Marco,6,0,0,2,Inzago Basket,Acli Trecella,C,5682
Gorla Mattia,4,0,2,0,Inzago Basket,Acli Trecella,C,5682
Ronzoni Alessandro,3,1,1,0,Inzago Basket,Acli Trecella,C,5682
Barazzetta Giorgio,2,0,1,0,Inzago Basket,Acli Trecella,C,5682
Brusamolino Marco,0,0,0,0,Inzago Basket,Acli Trecella,C,5682
Cavina Davide,0,0,0,0,Inzago Basket,Acli Trecella,C,5682
Stigliani Matteo,0,0,0,0,Inzago Basket,Acli Trecella,C,5682
Sacchetti Andrea,12,1,4,1,Acli Trecella,Inzago Basket,T,5682
Santoro Lorenzo,11,2,0,3,Acli Trecella,Inzago Basket,T,5682
Cerea Filippo,9,1,1,2,Acli Trecella,Inzago Basket,T,5682
Bonazzoli Stefano,8,0,1,2,Acli Trecella,Inzago Basket,T,5682
Omodei Cristian,8,0,4,0,Acli Trecella,Inzago Basket,T,5682
Bassi Andrea,4,0,2,0,Acli Trecella,Inzago Basket,T,5682
Caterina Alessandro,3,0,0,1,Acli Trecella,Inzago Basket,T,5682
Castellani Davide,3,3,0,0,Acli Trecella,Inzago Basket,T,5682
Invernizzi Filippo,2,2,0,0,Acli Trecella,Inzago Basket,T,5682
Costa Luca,2,2,0,0,Acli Trecella,Inzago Basket,T,5682
Cerea Edoardo,0,0,0,0,Acli Trecella,Inzago Basket,T,5682
Battaioni A.,0,0,0,0,Acli Trecella,Inzago Basket,T,5682
Capaccioli L.,19,1,6,2,Posal Sesto San Giovanni,Osal Novate,C,5683
Vignati R.,18,0,9,0,Posal Sesto San Giovanni,Osal Novate,C,5683
Vailati V.,10,0,5,0,Posal Sesto San Giovanni,Osal Novate,C,5683
Nava A.,9,3,3,0,Posal Sesto San Giovanni,Osal Novate,C,5683
Fabbricotti M.,8,2,3,0,Posal Sesto San Giovanni,Osal Novate,C,5683
Buonaguidi N.,8,2,3,0,Posal Sesto San Giovanni,Osal Novate,C,5683
Marchese F.,8,0,1,2,Posal Sesto San Giovanni,Osal Novate,C,5683
Negretto S.,7,1,3,0,Posal Sesto San Giovanni,Osal Novate,C,5683
Defendi G.,5,1,2,0,Posal Sesto San Giovanni,Osal Novate,C,5683
Faustini L.,5,0,1,1,Posal Sesto San Giovanni,Osal Novate,C,5683
Nava S.,0,0,0,0,Posal Sesto San Giovanni,Osal Novate,C,5683
Vassallo D.,13,4,0,3,Osal Novate,Posal Sesto San Giovanni,T,5683
Martinez A.,13,8,1,1,Osal Novate,Posal Sesto San Giovanni,T,5683
Ossoli T,4,2,1,0,Osal Novate,Posal Sesto San Giovanni,T,5683
Di Lernia F.,4,0,2,0,Osal Novate,Posal Sesto San Giovanni,T,5683
Boari A.,4,0,2,0,Osal Novate,Posal Sesto San Giovanni,T,5683
Giugliano M.,3,0,0,1,Osal Novate,Posal Sesto San Giovanni,T,5683
De Vito A.,2,0,1,0,Osal Novate,Posal Sesto San Giovanni,T,5683
Brambilla E.,0,0,0,0,Osal Novate,Posal Sesto San Giovanni,T,5683
Brandinali M.,0,0,0,0,Osal Novate,Posal Sesto San Giovanni,T,5683
Vassallo M.,0,0,0,0,Osal Novate,Posal Sesto San Giovanni,T,5683
Digrandi S.,23,6,7,1,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Chini E.,12,0,6,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Giglio A.,10,1,3,1,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Cruickshank E.H.,7,3,2,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Anzalone F.,6,1,1,1,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Tresoldi M.,4,0,2,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Giamberti G.,3,0,0,1,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Ricciardi A.,2,0,1,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Digrandi S.,2,0,1,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Testini E.,0,0,0,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Gallo Perozzi N.,0,0,0,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Talamanca P.,0,0,0,0,Ado San Benedetto Milano,Ciesse Freebasket Milano,C,5684
Ferracin Fabio,14,4,5,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,T,5684
Lo Brutto Federico,13,1,3,2,Ciesse Freebasket Milano,Ado San Benedetto Milano,T,5684
Gaeta Marco,11,3,4,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,T,5684
Leuci Claudio,8,0,4,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,T,5684
Ariete Riccardo,6,0,0,2,Ciesse Freebasket Milano,Ado San Benedetto Milano,T,5684
Barbesta Pietro,4,2,1,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,T,5684
Viganò Jacopo,2,0,1,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,T,5684
Gianelli Andrea,0,0,0,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,T,5684
Marinozzi Claudio,0,0,0,0,Ciesse Freebasket Milano,Ado San Benedetto Milano,T,5684
Moalli D.,28,7,9,1,Basket Ajaccio 1988,Cbba Olimpia Cologno,C,5685
Mariani M.,21,4,4,3,Basket Ajaccio 1988,Cbba Olimpia Cologno,C,5685
Bassi P.,12,2,5,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,C,5685
Carriero C.,9,0,3,1,Basket Ajaccio 1988,Cbba Olimpia Cologno,C,5685
Bordoni A.,7,3,2,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,C,5685
Fina E.,5,1,2,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,C,5685
Ronzoni D.,1,1,0,0,Basket Ajaccio 1988,Cbba Olimpia Cologno,C,5685
